project,mda_code,mda_name,lga_code,lga_name,econ_code,econ_name,func_code,func_name,amt_2024_actual,amt_2025_revised,amt_2025_perf_jan_sep,amt_2026_approved,source_page
vi. Remodelling of Edokota Primary Health Care Center,052100300100,Primary Health Care Development Agency,12610700,GBAKO,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,380000000.0,94
vii. Remodelling of Maitumbi Primary Health Care Center,052100300100,Primary Health Care Development Agency,12620500,BOSSO,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,380000000.0,94
viii. Remodelling of Galla Primary Health Care Center,052100300100,Primary Health Care Development Agency,12611100,LAPAI,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,380000000.0,94
ix. Remodelling of Ija Gbagi Primary Health Care Center,052100300100,Primary Health Care Development Agency,12622400,TAFA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,380000000.0,94
x. Remodelling of Kuchi Primary Health Care Center,052100300100,Primary Health Care Development Agency,12611200,LAVUN,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,380000000.0,94
xi. Remodelling of S/Gari Ushe Primary Health Care Center,052100300100,Primary Health Care Development Agency,12632100,RIJAU,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,380000000.0,94
xii. Remodelling of Nassarawa Primary Health Care Center,052100300100,Primary Health Care Development Agency,12631300,MAGAMA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,380000000.0,94
xiii. Remodelling of WambaPrimary Health Care Center,052100300100,Primary Health Care Development Agency,12631400,MARIGA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,380000000.0,94
xiv. Remodelling of Kaboji Comprehensive Primary Health Care Center,052100300100,Primary Health Care Development Agency,12631500,MASHEGU,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,380000000.0,94
xv. Remodelling of Konkoso Primary Health Care Center,052100300100,Primary Health Care Development Agency,12630400,BORGU,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,380000000.0,94
xvi. Remodelling of Lokogoma Primary Health Care Center,052100300100,Primary Health Care Development Agency,12632500,WUSHISHI,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,380000000.0,94
xvii. Remodelling of Gbadafu Primary Health Care Center,052100300100,Primary Health Care Development Agency,12610700,GBAKO,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,380000000.0,94
"xviii. Purchase of 20nos digital autra sound machines, 5no. Advanced digital X-ray machine for the centres",052100300100,Primary Health Care Development Agency,12642600,STATE WIDE,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,1160000000.0,94
xix. Construction of First Floor of PHC Emergency Operation Center (EOC),052100300100,Primary Health Care Development Agency,12642600,STATE WIDE,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,198000000.0,94
"xx. Purchase of Executive Tables and Chairs, Conference Chairs and Tables, Visitors Chairs and Cabinets for EOC",052100300100,Primary Health Care Development Agency,12621600,CHANCHAGA,23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,44000000.0,94
"xxi. Purchase of 4n0s HP Desktop Computers, and 10nos Laptops",052100300100,Primary Health Care Development Agency,12621600,CHANCHAGA,23010113,PURCHASE OF COMPUTERS,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,31000000.0,94
xxii. Procurement of 3no 4 Wheel Drive Toyota Hilux,052100300100,Primary Health Care Development Agency,12621600,CHANCHAGA,23010105,PURCHASE OF MOTOR VEHICLES,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,256000000.0,94
"xxiii. Purchase of Electronic Medical Records Equipment, Data Analysis Platforms and Digital Tools for Survelance",052100300100,Primary Health Care Development Agency,12621600,CHANCHAGA,23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70741,PUBLIC HEALTH SERVICES,0.0,0.0,0.0,51000000.0,94
Construction of PHC at Bororoko in Agaie LGA,052100300100,Primary Health Care Development Agency,12610100,AGAIE,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,94
Construction of PHC at Busuru in Agwara LGA,052100300100,Primary Health Care Development Agency,12630200,AGWARA,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,94
"Construction of PHC at Kabe, Borgu LG",052100300100,Primary Health Care Development Agency,12630400,BORGU,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,94
"Construction of PHC at Kampala, Bosso LG",052100300100,Primary Health Care Development Agency,12620500,BOSSO,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,94
"Construction of PHC Center at 123 Quarters, Chanchaga",052100300100,Primary Health Care Development Agency,12621600,CHANCHAGA,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,94
"Construction of PHC at Lambata, Gurara LGA",052100300100,Primary Health Care Development Agency,12620800,GURARA,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,94
"Construction of PHC at Dzwafu, Katcha LGA",052100300100,Primary Health Care Development Agency,12610900,KATCHA,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,94
"Construction of PHC Center at Nagwamatse, Kontagora LG",052100300100,Primary Health Care Development Agency,12631000,KONTAGORA,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,94
"Construction of PHC Center at Lioji, Kontagora LG",052100300100,Primary Health Care Development Agency,12631000,KONTAGORA,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,94
"Construction of PHC at Gupa, Lapai LGA",052100300100,Primary Health Care Development Agency,12611100,LAPAI,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,94
"Construction of PHC at Ndaruka, Lavun LGA",052100300100,Primary Health Care Development Agency,12611200,LAVUN,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,94
"Construction of PHC at Sabon Madina, Lavun LGA",052100300100,Primary Health Care Development Agency,12611200,LAVUN,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,94
"Construction of PHC at Magamam Daji, Magama LGA",052100300100,Primary Health Care Development Agency,12631300,MAGAMA,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,94
"Construction of PHC at Maburiya Daji, Mariga LGA",052100300100,Primary Health Care Development Agency,12631400,MARIGA,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
"Construction of Kasanga PHC , Mashegu LGA",052100300100,Primary Health Care Development Agency,12631500,MASHEGU,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
"Construction of BHC at Muregi, Mokwa LGA",052100300100,Primary Health Care Development Agency,12611700,MOKOWA,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
"Construction of PHC at Dandaudu, Munya LGA",052100300100,Primary Health Care Development Agency,12621800,MUNYA,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
"Construction of PHC Center at Ishau, Paikoro LGA",052100300100,Primary Health Care Development Agency,12621900,PAIKORO,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
"Construction of PHC Center at Chimbi, Paikoro LGA",052100300100,Primary Health Care Development Agency,12621900,PAIKORO,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
"Construction of PHC Center at Madaka, Rafi LGA",052100300100,Primary Health Care Development Agency,12622000,RAFI,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
Construction of Kwana PHC Center in Rafi LGA,052100300100,Primary Health Care Development Agency,12622000,RAFI,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
Construction of Benu BHC in Rijau LGA,052100300100,Primary Health Care Development Agency,12632100,RIJAU,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
Construction of PHC at Hadari Mamman in Rijau LGA,052100300100,Primary Health Care Development Agency,12632100,RIJAU,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
Construction of PHC at Emog in Rijau LGA,052100300100,Primary Health Care Development Agency,12632100,RIJAU,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
"Construction of Erena PHC Center, Shiroro LGA",052100300100,Primary Health Care Development Agency,12622200,SHIRORO,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
"Construction of Gusoro PHC Center, Shiroro LGA",052100300100,Primary Health Care Development Agency,12622200,SHIRORO,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
"Construction of Kwaki PHC Center, Shiroro LGA",052100300100,Primary Health Care Development Agency,12622200,SHIRORO,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
"Construction of PHC at Angwa Tudu, Suleja LGA",052100300100,Primary Health Care Development Agency,12622300,SULEJA,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
"Construction of Tungan Sayadi PHC Center, Wushishi LGA",052100300100,Primary Health Care Development Agency,12632500,WUSHISHI,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
"Construction of PHC Center at Chiji, Mokwa LGA",052100300100,Primary Health Care Development Agency,12611700,MOKOWA,23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,200000000.0,0.0,0.0,95
"Upgrading of Ekosa PHC, Agaie LG",052100300100,Primary Health Care Development Agency,12610100,AGAIE,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of N/Abubakar PHC Center, Bida",052100300100,Primary Health Care Development Agency,12610300,BIDA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Laruta PHC Center, Bida",052100300100,Primary Health Care Development Agency,12610300,BIDA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Malale PHC Center, Borgu",052100300100,Primary Health Care Development Agency,12630400,BORGU,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of PHC Center at Dutsen Kura Gwari, Chanchaga LG",052100300100,Primary Health Care Development Agency,12621600,CHANCHAGA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Kafintela PHC Center, Chanchaga LG",052100300100,Primary Health Care Development Agency,12621600,CHANCHAGA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Bongi PHC Center, Edati LGA",052100300100,Primary Health Care Development Agency,12610600,EDATI,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Etsu Audu PHC Center, Gbako LGA",052100300100,Primary Health Care Development Agency,12610700,GBAKO,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Somazhiko PHC Center, Gbako LGA",052100300100,Primary Health Care Development Agency,12610700,GBAKO,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of PHC Center at Bisanti, Katcha LGA",052100300100,Primary Health Care Development Agency,12610900,KATCHA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Tukura PHC Center, Kontagora LGA",052100300100,Primary Health Care Development Agency,12631000,KONTAGORA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Masha PHC Center, Kontagora LGA",052100300100,Primary Health Care Development Agency,12631000,KONTAGORA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Tungan Wawa PHC Center, Kontagora LGA",052100300100,Primary Health Care Development Agency,12631000,KONTAGORA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Evuti PHC Center, Lapai LG",052100300100,Primary Health Care Development Agency,12611100,LAPAI,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Ma'Ali PHC Center, Lavun LG",052100300100,Primary Health Care Development Agency,12611200,LAVUN,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Auna PHC Center, Magama LG",052100300100,Primary Health Care Development Agency,12631300,MAGAMA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of T/Jika PHC Center, Magama LG",052100300100,Primary Health Care Development Agency,12631300,MAGAMA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of K/Garba PHC Center, Mariga LG",052100300100,Primary Health Care Development Agency,12631400,MARIGA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Sabon Gari K/Koro PHC Center, Mariga LG",052100300100,Primary Health Care Development Agency,12631400,MARIGA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Kaboji PHC, Mashegu LG",052100300100,Primary Health Care Development Agency,12631500,MASHEGU,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Kwatachi PHC, Mashegu LG",052100300100,Primary Health Care Development Agency,12631500,MASHEGU,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of FSP, Jebba in Mokwa LGA",052100300100,Primary Health Care Development Agency,12611700,MOKOWA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of BHC, Kudu in Mokwa LGA",052100300100,Primary Health Care Development Agency,12611700,MOKOWA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Beni PHC Center, Munya LGA",052100300100,Primary Health Care Development Agency,12621800,MUNYA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Zazaga PHC Center, Munya LGA",052100300100,Primary Health Care Development Agency,12621800,MUNYA,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of K/Koro PHC Center, Paikoro LGA",052100300100,Primary Health Care Development Agency,12621900,PAIKORO,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Tutungo PHC Center, Paikoro LGA",052100300100,Primary Health Care Development Agency,12621900,PAIKORO,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Maikujeri PHC, Rafi LGA",052100300100,Primary Health Care Development Agency,12622000,RAFI,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of Kundu PHC, Rafi LGA",052100300100,Primary Health Care Development Agency,12622000,RAFI,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,95
"Renovation of PHC Tegina, Rafi LGA",052100300100,Primary Health Care Development Agency,12622000,RAFI,23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,70741,PUBLIC HEALTH SERVICES,0.0,100000000.0,0.0,0.0,96
