project,amt_2024_actual,amt_2025_final,amt_2025_perf,amt_2026_approved,amt_2026_tag_nutrition,amt_2026_tag_climate,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
"PROCUREMENT OF 10 SEAGATE 2TB HARD DRIVE @#54,000.00 EACH, 20 SEAGATE EXPANSION 1TB @#48,000.00 EACH,20 SEAGATE EXTERNAL HARD",25000.0,3105109.5,0.0,2745600.0,0.0,0.0,549,0.75408,0.77206,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32010552,COMPUTER STORAGE DEVICES,70942,SECOND STAGE OF TERTIARY EDUCATION62721000 - IJEBU NORTH,,"DRIVE @#45,600.00 EACH, 20 FLASH DRIVE @#9,000.00 EACH AND 20 OF 32GB FLASH DRVIE @#7,680 EACH",05100126017300,Education Not Elsewhere Classified
"PROCUREMENT OF OTHER EQUIPMENT @#12,569,000.00",22368800.0,28722500.0,19385301.46,12569000.0,0.0,0.0,549,0.76307,0.78105,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32010555,OTHER EQUIPMENTS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721000,IJEBU NORTH,05100126017400,Education Not Elsewhere Classified
"PURCHASE OF 3 SMART BOARDS @#2,200,000.00 EACH AND 4 CANON VIVIA @#645,000.00 EACH",2130950.0,17000000.0,0.0,8200000.0,0.0,0.0,549,0.77124,0.78922,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32010556,EDUCATIONAL/VOCATIONAL EQUIPMENTS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721000,IJEBU NORTH,05100126017500,Education Not Elsewhere Classified
"PURCHASE OF 11 OFFICE CHAIRS @#118,500.00 EACH, 30 OFFICE CHAIR BLACK @#117,000.00 EACH AND 20 OFFICE CHAIR WITH HEADREST @#106,8",0.0,8038616.45,0.0,6952800.0,0.0,0.0,549,0.78023,0.7982,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32010601,CHAIRS,70942,SECOND STAGE OF TERTIARY EDUCATION62721000 - IJEBU NORTH,,00.00 EACH,05100126017600,Education Not Elsewhere Classified
"PURCHASE OF 15 OFFICE TABLES @#448,512.00 EACH AND 10 CLASSIC OFFICE TABLES @#308,571.43 EACH",0.0,5689120.0,0.0,10261906.32,0.0,0.0,549,0.7884,0.80637,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32010602,TABLES,70942,SECOND STAGE OF TERTIARY EDUCATION,62721000,IJEBU NORTH,05100126017700,Education Not Elsewhere Classified
"PROCUREMENT OF 12 OFFICE FILLING CABINENTS @#454,285.72 EACH AND 10 FIREPROOF SAFES @#645,000.00 EACH",0.0,14504000.0,814000.0,11901428.59,0.0,0.0,549,0.79739,0.81536,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32010603,SAFES/ FILE CABINETS/ CUPBOARDS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721000,IJEBU NORTH,05100126017800,Education Not Elsewhere Classified
"PURCHASE OF 20 OF LG 43INCHES TELEVISION SETS @# 420,000.00 EACH",0.0,12472500.0,999990.0,8400000.0,0.0,0.0,549,0.80637,0.82435,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32010604,TELEVISION SETS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721000,IJEBU NORTH,05100126017900,Education Not Elsewhere Classified
"ACQUISITION OF 30 HAIER THERMOCOOL 1.5HP SPLIT AIR CONDITIONERS @#528,624.00 EACH",7347812.93,17419600.0,3027000.0,15858720.0,0.0,0.0,549,0.81454,0.83252,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32010606,AIR CONDITIONER,70942,SECOND STAGE OF TERTIARY EDUCATION,62721000,IJEBU NORTH,05100126018000,Education Not Elsewhere Classified
"PURCHASE OF 40 OX CEILINF FANS @#57,600.00 EACH AND 18 STANDING FANS @#67,188.00 EACH",635000.0,3379728.0,2307000.0,3513384.0,0.0,0.0,549,0.82353,0.8415,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32010609,CEILING /STANDING/ RECHARGEABLE FANS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721000,IJEBU NORTH,05100126018100,Education Not Elsewhere Classified
"PROCUREMENT OF 22 HAIER THERMOCOOL REFRIGERATORS @#475,320.00 EACH",0.0,9302451.2,0.0,10457040.0,0.0,0.0,549,0.8317,0.84967,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32010610,REFRIDGERATORS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721000,IJEBU NORTH,05100126018200,Education Not Elsewhere Classified
"PROCUREMENT OF LABORATORY /MEDICAL EQUIPMENT @#28,550,000.00",7687528.12,39926000.0,0.0,28550000.0,0.0,0.0,549,0.84069,0.85866,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32010904,LABORATORY/MEDICAL EQUIPMENTS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721000,IJEBU NORTH,05100126018300,Education Not Elsewhere Classified
"PROCUREMENT OF AGRICULTURAL EQUIPMENT @#15,762,997.64",1520000.0,37316193.59,0.0,15762997.64,0.0,0.0,549,0.84886,0.86683,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32010935,AGRICULTURAL EQUIPMENTS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721000,IJEBU NORTH,05100126018400,Education Not Elsewhere Classified
PURCHASE OF OPERATIONAL SOFTWARE @#8M,0.0,8000000.0,1798507.81,8000000.0,0.0,0.0,549,0.85784,0.87582,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32030151,SOFTWARE,70942,SECOND STAGE OF TERTIARY EDUCATION,62721000,IJEBU NORTH,05100126018500,Education Not Elsewhere Classified
MONITORING AND EVALUATION OF DEVELOPMENTAL CAPITAL PROJECTS,0.0,23515627.61,0.0,16120500.0,0.0,0.0,549,0.86601,0.88399,051702100100,"Olabisi Onabanjo University, Ago-Iwoye",32030152,MONITORING AND EVALUATION OF CAPITAL PROJECTS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721000,IJEBU NORTH,05100126018600,Education Not Elsewhere Classified
Ongoing Construction of University Health Centre Building Extension at Ijagun Campus,9486350.0,35000000.0,12838000.0,0.0,0.0,0.0,550,0.08987,0.10784,051702100200,Tai Solarin University of Education,32010150,LAND & BUILDINGS - HOSPITALS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326007900,Teaching and non-teaching staff capacity building
Ongoing Construction of Academic Building II at Ijagun Campus,35408479.25,40000000.0,30150000.0,90000000.0,0.0,0.0,550,0.09886,0.11683,051702100200,Tai Solarin University of Education,32010151,LAND & BUILDINGS - SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326008000,Teaching and non-teaching staff capacity building
Ongoing Construction of College of Science & Information Technology (COSIT) Laboratory II at Ijagun Campus,56370300.0,50000000.0,48067150.62,50000000.0,0.0,0.0,550,0.10703,0.125,051702100200,Tai Solarin University of Education,32010151,LAND & BUILDINGS - SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326008100,Teaching and non-teaching staff capacity building
Ongoing Construction of Computer Based Test Centre Building at Ijagun Campus,802000.0,20800000.0,11400000.0,451024058.37,0.0,0.0,550,0.11601,0.13399,051702100200,Tai Solarin University of Education,32010151,LAND & BUILDINGS - SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326008200,Teaching and non-teaching staff capacity building
Ongoing Construction of Crystal Buildings at Ijagun Campus,17781171.02,18750000.0,8300000.0,18750000.0,0.0,0.0,550,0.12418,0.14216,051702100200,Tai Solarin University of Education,32010151,LAND & BUILDINGS - SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326008300,Teaching and non-teaching staff capacity building
Ongoing Construction of Multi-Purpose Hall at Ijagun Campus,36071621.09,78019900.42,74032484.59,92794806.38,0.0,0.0,550,0.13317,0.15114,051702100200,Tai Solarin University of Education,32010151,LAND & BUILDINGS - SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326008400,Teaching and non-teaching staff capacity building
Cost of Construction of ICT Centre at Ijagun Campus,100406244.03,273226054.45,212267429.92,273226054.45,0.0,0.0,550,0.14134,0.15931,051702100200,Tai Solarin University of Education,32010151,LAND & BUILDINGS - SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326008500,Teaching and non-teaching staff capacity building
Cost of Construction of COSPED Building Extension at Ijagun Campus,0.0,45000000.0,25212200.0,0.0,0.0,0.0,550,0.15033,0.1683,051702100200,Tai Solarin University of Education,32010151,LAND & BUILDINGS - SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326008600,Teaching and non-teaching staff capacity building
Cost of Construction of University Bookshop Building at Ijagun Campus,0.0,50000000.0,0.0,0.0,0.0,0.0,550,0.15931,0.17729,051702100200,Tai Solarin University of Education,32010151,LAND & BUILDINGS - SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326008700,Teaching and non-teaching staff capacity building
Rehabilitation of University's E-Library Section,0.0,10000000.0,0.0,49925734.87,0.0,0.0,550,0.16748,0.18546,051702100200,Tai Solarin University of Education,32010152,LAND & BUILDINGS - LIBRARIES,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326008800,Teaching and non-teaching staff capacity building
Procurement & Connection of two (2) 500KVA Transformers for New Buildings @ Ijagun & Ososa Campuses,0.0,50000000.0,25594100.0,60000000.0,0.0,0.0,550,0.17647,0.19444,051702100200,Tai Solarin University of Education,32010207,ELECTRICITY TRANSMISSION NETWORK,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326008900,Teaching and non-teaching staff capacity building
Procurement of one (1) Perkins 250KVA Sound Proof Power Generating Set,59322000.0,45000000.0,7805000.0,45000000.0,0.0,0.0,550,0.18464,0.20261,051702100200,Tai Solarin University of Education,32010305,POWER GENERATING SETS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326009000,Teaching and non-teaching staff capacity building
Procurement of one (4) Toyota Fortuner Jeeps,204987500.0,177525000.0,9860000.0,783600000.0,0.0,0.0,550,0.19363,0.2116,051702100200,Tai Solarin University of Education,32010405,MOTOR VEHICLES,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326009100,Teaching and non-teaching staff capacity building
Procurement of twenty (100) HP Pavilion Laptops,0.0,19330500.0,16939800.0,244800000.0,0.0,0.0,550,0.2018,0.21977,051702100200,Tai Solarin University of Education,32010501,COMPUTERS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326009200,Teaching and non-teaching staff capacity building
Procurement of ten (200) HP Desktop,4680000.0,4865500.0,0.0,168000000.0,0.0,0.0,550,0.21078,0.22876,051702100200,Tai Solarin University of Education,32010501,COMPUTERS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326009300,Teaching and non-teaching staff capacity building
Procurement of ten (25) HP Laserjet Printers,213000.0,2936320.0,165000.0,26100000.0,0.0,0.0,550,0.21895,0.23693,051702100200,Tai Solarin University of Education,32010502,PRINTERS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326009400,Teaching and non-teaching staff capacity building
Procurement of two (2) Sharp Digital Photocopiers,0.0,6671840.0,0.0,17388000.0,0.0,0.0,550,0.22794,0.24592,051702100200,Tai Solarin University of Education,32010505,PHOTOCOPIERS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326009500,Teaching and non-teaching staff capacity building
Procurement of one hundred (50) Emel Industrial Sewing Machines,0.0,32000000.0,16130798.4,48000000.0,0.0,0.0,550,0.23693,0.2549,051702100200,Tai Solarin University of Education,32010555,OTHER EQUIPMENTS,70942,SECOND STAGE OF TERTIARY EDUCATION,62721800,ODOGBOLU,05040326009600,Teaching and non-teaching staff capacity building
