project,amt_2025_approved,amt_2025_revised,amt_2025_perf,amt_2026_proposal,amt_2026_approved,amt_2026_tag_nutrition,amt_2026_tag_covid,amt_2026_tag_justice,amt_2026_tag_climate,source_page,page_y_top,page_y_bottom,mda_code,mda_name,economic_code,economic_name,function_code,function_name,location_code,location_name,program_code,program_name
Perimeter Fencing of 950 Metre of Admin Block,0.0,0.0,0.0,950000000.0,950000000.0,0.0,0.0,0.0,0.0,219,0.12418,0.14216,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030121,REHABILITATION / REPAIRS OF OFFICE BUILDINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
"Purchase of 20No Tables, 20No Chairs for Admin Block",0.0,0.0,0.0,500000000.0,500000000.0,0.0,0.0,0.0,0.0,219,0.13072,0.14869,051707200100,"COLLEGE OF EDUCATION, GINDIRI 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70941,FIRST STAGE OF TERTIARY EDUCATION,13121100,MANGU,05010422001400,Integrated supportive supervision
"Procurement of 3No. Cars, 1 Bus, 2 Patrol Vehicle and 1 Truck",150000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.17239,0.19036,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010105,PURCHASE OF MOTOR VEHICLES,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010422001500,Integrated supportive supervision
Procurement of 1No. Patrol Vehicle (TETFUND),150000000.0,0.0,0.0,40000000.0,40000000.0,0.0,0.0,0.0,0.0,219,0.17892,0.1969,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010106,PURCHASE OF VANS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010422001600,Integrated supportive supervision
"Acquisition of 1No LG Flat Screen TV, 2No LG Refrigerator, 3No LG Air conditioners, 5No Table, 8No Chairs, 3No. Fire proof Cabinets",60000000.0,0.0,0.0,60000000.0,60000000.0,0.0,0.0,0.0,0.0,219,0.18627,0.20425,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050222001200,Furnishing
Procurement of University Health Service Equipment,80000000.0,0.0,10137076.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.19281,0.21078,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050222001300,Furnishing
Acquisition of Lab equipment & others,150000000.0,0.0,71341193.55,0.0,0.0,0.0,0.0,0.0,0.0,219,0.19935,0.21732,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010125,PURCHASE OF LIBRARY BOOKS & EQUIPMENT,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050322000100,Libraries and laboratories
Acquisition of Library Books TET Fund,80000000.0,0.0,79934531.44,0.0,0.0,0.0,0.0,0.0,0.0,219,0.2067,0.22467,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010125,PURCHASE OF LIBRARY BOOKS & EQUIPMENT,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050322000200,Libraries and laboratories
Procurement of 1No. 1000KVA Mikano Generator,50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.21324,0.23121,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010119,PURCHASE OF POWER GENERATING SET,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010322000600,Education sector coordination mechanisms
Procurement of 5No. Megaphone and 2No. Yamaha Public Address System,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.22059,0.23856,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010132,PUBLIC ADDRESS SYSTEM AND RELATED ITEMS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05060222000600,Research and development
Acquisition of Lab. Equipment & others Needs Assesment (PINAPU),90000000.0,0.0,0.0,90000000.0,90000000.0,0.0,0.0,0.0,0.0,219,0.22712,0.2451,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050322000300,Libraries and laboratories
Building of Works/Physical Facilities Complex,50000000.0,0.0,0.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,219,0.23366,0.25163,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122002300,Schools’ infrastructure construction and rehabilitation
Building of Faculty of Arts (TET Fund),110000000.0,0.0,0.0,150000000.0,150000000.0,0.0,0.0,0.0,0.0,219,0.24101,0.25899,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122002400,Schools’ infrastructure construction and rehabilitation
Proposed Construction of Academic Planning Department (TETFUND),50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.24755,0.26552,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122003000,Schools’ infrastructure construction and rehabilitation
Proposed construction of Block Offices and Class Rooms (TETFUND),50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.2549,0.27288,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122003100,Schools’ infrastructure construction and rehabilitation
Schools Accreditation/Convocation -PLSG,150000000.0,0.0,70935189.4,350000000.0,350000000.0,0.0,0.0,0.0,0.0,219,0.26144,0.27941,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05020622000100,Tertiary institutions’ new courses accreditation
Construction of Students Hostel - NEEDS,150000000.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,219,0.26797,0.28595,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122003300,Schools’ infrastructure construction and rehabilitation
Construction of Female Hostel (TETFUND),100000000.0,0.0,99656503.05,150000000.0,150000000.0,0.0,0.0,0.0,0.0,219,0.27533,0.2933,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122003400,Schools’ infrastructure construction and rehabilitation
Construction/Furnishing of Senior Staff Quarters 20 blocks of 6 flats each (120 flats),50000000.0,0.0,0.0,90000000.0,90000000.0,0.0,0.0,0.0,0.0,219,0.28186,0.29984,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122003600,Schools’ infrastructure construction and rehabilitation
Construction/Furnishing of Junior Staff Quarters 10 blocks of 6 flats each (60 flats),50000000.0,0.0,0.0,80000000.0,80000000.0,0.0,0.0,0.0,0.0,219,0.28922,0.30719,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122003700,Schools’ infrastructure construction and rehabilitation
Building of Principal Officers Quarters (PLSG),50000000.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,219,0.29575,0.31373,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122003800,Schools’ infrastructure construction and rehabilitation
External Electrification of University Premises,50000000.0,0.0,7002015.05,50000000.0,50000000.0,0.0,0.0,0.0,0.0,219,0.30229,0.32026,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020103,CONSTRUCTION / PROVISION OF ELECTRICITY,70435,ELECTRICITY,13120300,BOKKOS,05010322000700,Education sector coordination mechanisms
"Construction of Mass Comm. Complex, Photo/Production Studio & Furnishing (TET FUND)",200000000.0,0.0,192237752.8,200000000.0,200000000.0,0.0,0.0,0.0,0.0,219,0.30964,0.32761,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020118,CONSTRUCTION / PROVISION OF INFRASTRUCTURE,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122004000,Schools’ infrastructure construction and rehabilitation
Water Reticulation within the University,70000000.0,0.0,11360100.0,80000000.0,80000000.0,0.0,0.0,0.0,0.0,219,0.31618,0.33415,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020105,CONSTRUCTION / PROVISION OF WATER FACILITIES,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050422000700,"Water, sanitation and hygiene"
Landscaping of Academic Area,50000000.0,0.0,0.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,219,0.32353,0.3415,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122004200,Schools’ infrastructure construction and rehabilitation
Proposed construction of Laboratories and Studio for Faculty of Environmental Sciences (TETFUND),50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.33007,0.34804,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122004300,Schools’ infrastructure construction and rehabilitation
Proposed construction of 1200 Capacity Lecture Thearter (NEEDS),100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.3366,0.35458,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122004400,Schools’ infrastructure construction and rehabilitation
Grading of 3 Km Road Network within the Academic Area,250000000.0,0.0,13690600.0,15000000.0,15000000.0,0.0,0.0,0.0,0.0,219,0.34395,0.36193,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030113,REHABILITATION / REPAIRS - ROADS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122004600,Schools’ infrastructure construction and rehabilitation
Construction of Shopping Complex within the Universy (PLSG),20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.35049,0.36846,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020124,CONSTRUCTION OF MARKETS/PARKS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122004700,Schools’ infrastructure construction and rehabilitation
"Acquisition of Internet facilitities to Link Offices, Classrooms and Laboratories/Intercom (PLSG)",25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.35784,0.37582,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020127,CONSTRUCTION OF ICT INFRASTRUCTURES,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05060122001000,"ICT equipment, software and expertise"
Renovation of Building - (TET FUND),30000000.0,0.0,17370216.82,0.0,0.0,0.0,0.0,0.0,0.0,219,0.36438,0.38235,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030101,REHABILITATION / REPAIRS OF RESIDENTIAL BUILDING,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,17100122016700,Road - General
Renovation of Laboratory (FGMOE) PINAPU,65000000.0,0.0,0.0,50000000.0,50000000.0,0.0,0.0,0.0,0.0,219,0.37092,0.38889,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23030106,REHABILITATION / REPAIRS - PUBLIC SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122004800,Schools’ infrastructure construction and rehabilitation
Acquisition of 20hecter of Land,150000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.37827,0.39624,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010101,PURCHASE / ACQUISITION OF LAND,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010322000800,Education sector coordination mechanisms
Acquisition of Library Books PLSG,50000000.0,0.0,6810425.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.3848,0.40278,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010125,PURCHASE OF LIBRARY BOOKS & EQUIPMENT,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010422001400,Integrated supportive supervision
"Procurement of 5No. HP Laptop Computers, 5No HP Desktop Comuters (TETFUND)",50000000.0,0.0,37839075.3,0.0,0.0,0.0,0.0,0.0,0.0,219,0.39216,0.41013,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010113,PURCHASE OF COMPUTERS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010422001400,Integrated supportive supervision
Construction of 1No. Fuel Dump PLSG,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.39869,0.41667,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020128,OTHER CONSTRUCTION,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010422001400,Integrated supportive supervision
Construction/Equipment of Mimi Stadium With Sporting Facilities Phase1 (FMOE NEEDS),50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.40523,0.4232,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020112,CONSTRUCTION / PROVISION OF SPORTING FACILITIES,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010422001400,Integrated supportive supervision
Perimeter Fencing (12km) of Staff Residential Area PLSG,50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.41258,0.43056,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020104,CONSTRUCTION / PROVISION OF HOUSING,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050522000200,School safety
Perimeter fencing (4km) of university premises PLSG,100000000.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.41912,0.43709,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050522000200,School safety
Perimeter Fencing (3.45km) of University Premises TETFUND,250000000.0,0.0,249999188.64,0.0,0.0,0.0,0.0,0.0,0.0,219,0.42647,0.44444,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050522000200,School safety
Construction of Library Phase 2 (PLSG),100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.43301,0.45098,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020111,CONSTRUCTION / PROVISION OF LIBRARIES,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010422001400,Integrated supportive supervision
Building of Multi Purpose Complex Auditorium 1500 Capacity (PLSG),100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.43954,0.45752,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010422001400,Integrated supportive supervision
Development of Faculty Libraries (PLSG),25000000.0,0.0,0.0,4610000.0,4610000.0,0.0,0.0,0.0,0.0,219,0.4469,0.46487,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010125,PURCHASE OF LIBRARY BOOKS & EQUIPMENT,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010422001400,Integrated supportive supervision
Construction of Facility of Medical Basic Clinical Science (TETFUND),100000000.0,0.0,0.0,200000000.0,200000000.0,0.0,0.0,0.0,0.0,219,0.45343,0.47141,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010422001400,Integrated supportive supervision
Acquisition of Agricultural inputs and Equipment,100000000.0,0.0,24302212.5,80000000.0,80000000.0,0.0,0.0,0.0,0.0,219,0.46078,0.47876,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010127,PURCHASE OF AGRICULTURAL EQUIPMENT/INPUT,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010422001400,Integrated supportive supervision
Acquisition of Building (Town Campus),100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.46732,0.48529,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010102,PURCHASE OF OFFICE BUILDINGS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010422001400,Integrated supportive supervision
Acquisition of Security Infrastructure,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.47386,0.49183,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23050128,OTHER NON-TANGIBLE ASSETS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05010422001400,Integrated supportive supervision
Construction of 200 Students Capacity Laboratory for Faculty of Basic Medical Science (PLSG),500000000.0,0.0,249269014.5,250000000.0,250000000.0,0.0,0.0,0.0,0.0,219,0.48121,0.49918,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122004300,Schools’ infrastructure construction and rehabilitation
Construction of 200 Students Capacity Laboratory for Faculty of Pharmacetical Science (PLSG),500000000.0,0.0,0.0,200000000.0,200000000.0,0.0,0.0,0.0,0.0,219,0.48775,0.50572,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23020107,CONSTRUCTION / PROVISION OF PUBLIC SCHOOLS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05050122004300,Schools’ infrastructure construction and rehabilitation
Procurement of principal officers vehicle- 6 Corolla and 1 Hilux PLSG,0.0,0.0,0.0,250000000.0,250000000.0,0.0,0.0,0.0,0.0,219,0.4951,0.51307,051707300100,"PLATEAU STATE UNIVERSITY, BOKKOS 2025 Performance January 2026 Executive Budget 2026 RIGHT/JUSTICE 2026 CLIMATE CHANGE",23010106,PURCHASE OF VANS,70942,SECOND STAGE OF TERTIARY EDUCATION,13120300,BOKKOS,05060222000600,Research and development
